sale_id,lead_id,property_id,agent_id,sale_date,sale_price,commission_id,campaign_id
1937,5964,2940,174,2022-11-07,3000000,1937,27
1938,5966,2944,466,2024-08-27,2000000,1938,40
1939,5968,2945,45,2023-04-05,8000000,1939,13
1940,5971,2946,730,2024-11-09,8000000,1940,22
1941,5980,2947,75,2024-12-20,2000000,1941,5
1942,5990,2948,799,2023-04-10,2000000,1942,26
1943,5992,2949,88,2024-06-12,4500000,1943,23
1944,6000,2950,737,2023-12-14,4500000,1944,40
1945,6002,2952,45,2024-10-30,8000000,1945,34
1946,6004,2954,41,2023-01-13,1500000,1946,11
1947,6014,2955,409,2023-05-19,4500000,1947,34
1948,6017,2956,707,2022-09-03,2000000,1948,25
1949,6021,2957,637,2023-06-18,8000000,1949,26
1950,6027,2958,616,2024-06-09,3000000,1950,15
1951,6029,2960,420,2024-10-15,2000000,1951,35
1952,6036,2962,176,2024-04-16,8000000,1952,41
1953,6039,2965,34,2023-09-23,1500000,1953,3
1954,6041,2966,484,2024-04-18,8000000,1954,33
1955,6044,2967,180,2024-12-07,8000000,1955,3
1956,6046,2968,257,2022-05-27,1500000,1956,9
1957,6050,2970,719,2024-04-19,2200000,1957,47
1958,6052,2971,661,2024-01-23,2000000,1958,20
1959,6055,2973,34,2024-04-29,1500000,1959,9
1960,6061,2974,70,2024-04-19,8000000,1960,45
1961,6064,2975,491,2024-03-25,2000000,1961,35
1962,6065,2978,385,2024-06-27,3000000,1962,45
1963,6068,2979,157,2022-09-14,1500000,1963,13
1964,6070,2980,661,2023-04-15,2000000,1964,8
1965,6072,2981,724,2024-04-28,3000000,1965,3
1966,6082,2983,79,2024-01-26,8000000,1966,14
1967,6084,2986,345,2024-04-25,8000000,1967,23
1968,6093,2987,745,2024-06-29,2000000,1968,8
1969,6096,2988,90,2023-05-23,1500000,1969,15
1970,6101,2989,507,2024-05-06,1500000,1970,10
1971,6103,2990,366,2024-12-08,2000000,1971,11
1972,6106,2992,234,2024-08-14,2000000,1972,15
1973,6108,2994,165,2024-01-23,3000000,1973,17
1974,6112,2995,643,2024-01-06,4500000,1974,39
1975,6113,2996,119,2023-11-26,2000000,1975,16
1976,6115,2997,447,2024-09-21,2000000,1976,45
1977,6118,2998,232,2023-08-14,1500000,1977,5
1978,6119,2999,475,2022-08-08,1500000,1978,36
1979,6127,3001,138,2022-10-07,8000000,1979,37
1980,6130,3002,491,2023-02-05,4500000,1980,27
1981,6131,3004,559,2023-02-16,2000000,1981,19
1982,6134,3006,247,2024-12-02,8000000,1982,14
1983,6136,3007,306,2024-10-04,2000000,1983,46
1984,6139,3011,690,2024-01-07,2000000,1984,7
1985,6141,3012,578,2023-09-29,2200000,1985,33
1986,6143,3014,726,2023-12-08,8000000,1986,49
1987,6145,3015,734,2023-02-17,4500000,1987,44
1988,6146,3016,86,2023-11-03,2000000,1988,28
1989,6148,3017,371,2023-11-29,3000000,1989,5
1990,6149,3018,243,2022-11-02,8000000,1990,47
1991,6151,3020,549,2024-12-24,4500000,1991,49
1992,6153,3021,465,2024-09-10,1500000,1992,15
1993,6154,3022,576,2023-11-16,4500000,1993,36
1994,6158,3024,354,2024-08-04,4500000,1994,11
1995,6159,3026,56,2023-06-28,2200000,1995,6
1996,6160,3029,19,2023-05-20,3000000,1996,41
1997,6162,3030,291,2023-11-04,8000000,1997,45
1998,6164,3032,279,2023-12-15,1500000,1998,29
1999,6165,3033,508,2024-02-20,8000000,1999,19
2000,6171,3034,343,2023-01-08,2000000,2000,2
2001,6173,3036,730,2024-04-05,3000000,2001,47
2002,6174,3037,509,2024-10-17,4500000,2002,20
2003,6175,3039,239,2022-12-08,4500000,2003,5
2004,6179,3041,507,2024-07-06,2000000,2004,34
2005,6180,3042,118,2022-09-13,4500000,2005,12
2006,6181,3043,759,2024-05-12,4500000,2006,49
2007,6189,3044,313,2024-05-02,3000000,2007,4
2008,6190,3046,788,2023-06-23,2000000,2008,28
2009,6193,3048,687,2022-09-30,3000000,2009,9
2010,6205,3049,249,2022-07-16,2200000,2010,24
2011,6209,3050,131,2024-01-04,3000000,2011,39
2012,6212,3051,275,2022-11-27,1500000,2012,8
2013,6216,3052,343,2024-09-11,8000000,2013,6
2014,6218,3055,678,2023-11-22,2000000,2014,30
2015,6219,3056,627,2022-08-26,2000000,2015,21
2016,6221,3057,420,2023-07-30,2200000,2016,40
2017,6223,3059,479,2022-11-14,8000000,2017,4
2018,6229,3060,697,2023-08-26,2000000,2018,36
2019,6244,3061,473,2024-05-21,2200000,2019,7
2020,6250,3063,708,2023-08-04,4500000,2020,17
2021,6253,3064,163,2024-04-19,3000000,2021,45
2022,6261,3066,329,2023-03-26,8000000,2022,30
2023,6264,3067,321,2023-12-19,2000000,2023,16
2024,6265,3068,80,2024-02-12,4500000,2024,24
2025,6271,3069,738,2024-08-24,2000000,2025,44
2026,6276,3072,171,2022-09-17,8000000,2026,16
2027,6284,3073,506,2022-11-30,8000000,2027,36
2028,6286,3075,476,2024-05-18,3000000,2028,17
2029,6288,3076,9,2024-12-01,2200000,2029,24
2030,6296,3077,419,2024-06-29,2200000,2030,19
2031,6298,3078,132,2024-12-30,3000000,2031,11
2032,6305,3079,507,2023-07-03,2200000,2032,11
2033,6309,3080,628,2024-07-06,2000000,2033,13
2034,6315,3082,677,2022-08-10,2000000,2034,21
2035,6318,3083,684,2023-12-31,8000000,2035,13
2036,6323,3084,574,2024-08-10,1500000,2036,38
2037,6324,3085,2,2023-04-12,2200000,2037,5
2038,6328,3086,781,2024-09-01,2200000,2038,38
2039,6332,3090,520,2023-09-15,8000000,2039,38
2040,6339,3091,326,2024-06-19,2200000,2040,25
2041,6341,3092,106,2023-07-06,1500000,2041,42
2042,6347,3093,160,2023-07-26,4500000,2042,10
2043,6350,3096,402,2024-08-31,2000000,2043,26
2044,6352,3098,3,2023-03-17,2200000,2044,21
2045,6353,3101,310,2023-10-14,1500000,2045,37
2046,6354,3102,172,2024-07-19,1500000,2046,18
2047,6355,3105,13,2024-11-05,1500000,2047,9
2048,6358,3106,20,2024-09-13,8000000,2048,9
2049,6360,3108,756,2023-11-14,2000000,2049,15
2050,6366,3109,740,2024-01-31,1500000,2050,8
2051,6367,3111,335,2023-05-30,2000000,2051,31
2052,6377,3112,586,2024-10-30,3000000,2052,1
2053,6378,3115,27,2023-10-13,2000000,2053,48
2054,6380,3116,575,2023-10-18,1500000,2054,50
2055,6381,3117,636,2024-08-29,4500000,2055,19
2056,6383,3118,310,2022-11-15,4500000,2056,29
2057,6384,3121,489,2023-03-08,8000000,2057,3
2058,6386,3122,794,2023-07-10,2200000,2058,38
2059,6387,3124,772,2024-10-30,2200000,2059,14
2060,6388,3125,723,2024-03-05,2200000,2060,7
2061,6395,3126,26,2024-12-10,8000000,2061,8
2062,6397,3127,107,2022-10-26,3000000,2062,17
2063,6398,3128,214,2024-09-04,2200000,2063,7
2064,6401,3129,729,2024-08-18,3000000,2064,14
2065,6402,3130,204,2024-07-01,8000000,2065,36
2066,6405,3132,342,2024-12-25,8000000,2066,22
2067,6406,3133,352,2023-12-22,3000000,2067,10
2068,6415,3134,641,2023-10-19,1500000,2068,26
2069,6417,3137,224,2023-11-10,3000000,2069,26
2070,6418,3138,143,2024-11-26,8000000,2070,33
2071,6422,3139,183,2024-08-22,3000000,2071,41
2072,6425,3143,797,2024-07-28,4500000,2072,3
2073,6426,3144,625,2024-07-25,4500000,2073,28
2074,6436,3145,717,2023-12-28,4500000,2074,9
2075,6441,3147,406,2023-09-12,3000000,2075,11
2076,6442,3151,742,2022-05-25,4500000,2076,43
2077,6447,3153,321,2024-03-15,3000000,2077,31
2078,6452,3154,299,2022-07-05,4500000,2078,31
2079,6454,3158,6,2024-12-14,1500000,2079,18
2080,6456,3159,150,2024-11-26,1500000,2080,23
2081,6459,3160,762,2024-10-22,4500000,2081,9
2082,6461,3161,31,2023-10-20,4500000,2082,25
2083,6469,3162,153,2023-08-14,2000000,2083,6
2084,6470,3163,780,2023-03-31,1500000,2084,37
2085,6472,3164,727,2024-05-21,4500000,2085,12
2086,6475,3165,336,2023-09-22,3000000,2086,46
2087,6476,3167,465,2024-03-25,4500000,2087,17
2088,6478,3169,465,2024-06-14,1500000,2088,29
2089,6479,3170,607,2023-12-01,3000000,2089,34
2090,6481,3173,687,2024-03-20,1500000,2090,28
2091,6484,3174,770,2023-12-29,8000000,2091,49
2092,6485,3176,58,2024-05-08,4500000,2092,9
2093,6488,3180,667,2024-10-07,8000000,2093,11
2094,6489,3181,524,2023-03-09,8000000,2094,35
2095,6495,3183,429,2024-02-28,2000000,2095,44
2096,6497,3184,715,2024-05-10,2200000,2096,29
2097,6499,3185,227,2024-07-31,4500000,2097,10
2098,6500,3186,746,2023-02-12,4500000,2098,13
2099,6502,3187,738,2024-10-28,8000000,2099,43
2100,6504,3188,329,2024-03-01,1500000,2100,23
2101,6508,3192,674,2024-09-14,2000000,2101,10
2102,6511,3195,33,2023-09-29,4500000,2102,38
2103,6517,3197,29,2024-04-26,4500000,2103,8
2104,6519,3198,331,2023-05-16,8000000,2104,8
2105,6521,3199,224,2022-07-04,2200000,2105,27
2106,6522,3202,111,2024-01-03,4500000,2106,35
2107,6524,3204,197,2024-02-27,4500000,2107,39
2108,6530,3206,687,2023-03-16,8000000,2108,32
2109,6532,3207,491,2024-05-30,2000000,2109,2
2110,6536,3208,312,2023-04-26,1500000,2110,38
2111,6538,3210,686,2023-10-18,1500000,2111,7
2112,6539,3211,732,2023-09-11,2000000,2112,28
2113,6543,3215,99,2023-06-16,2200000,2113,23
2114,6544,3216,326,2023-11-06,2000000,2114,17
2115,6545,3218,436,2024-11-20,2200000,2115,12
2116,6549,3219,495,2023-10-07,3000000,2116,33
2117,6550,3220,91,2023-10-14,8000000,2117,34
2118,6556,3223,691,2024-09-10,2000000,2118,27
2119,6557,3224,786,2024-12-18,4500000,2119,28
2120,6562,3226,26,2023-09-11,2000000,2120,13
2121,6568,3227,19,2024-05-24,4500000,2121,22
2122,6569,3228,472,2024-07-02,2000000,2122,2
2123,6572,3229,483,2023-06-03,1500000,2123,32
2124,6581,3230,575,2023-08-01,1500000,2124,47
2125,6582,3231,507,2023-07-25,2200000,2125,30
2126,6583,3234,362,2024-10-12,2200000,2126,41
2127,6584,3236,297,2022-12-04,2200000,2127,3
2128,6585,3237,560,2023-11-12,2000000,2128,14
2129,6593,3239,430,2024-04-09,1500000,2129,28
2130,6596,3240,352,2024-08-10,2200000,2130,14
2131,6600,3244,789,2023-09-27,3000000,2131,2
2132,6602,3246,429,2023-06-25,1500000,2132,46
2133,6605,3247,582,2024-05-11,8000000,2133,4
2134,6606,3249,758,2024-07-03,2000000,2134,10
2135,6607,3250,23,2024-06-11,2000000,2135,41
2136,6610,3251,134,2024-05-20,2200000,2136,28
2137,6613,3252,120,2024-06-16,3000000,2137,27
2138,6614,3253,513,2024-01-26,1500000,2138,42
2139,6616,3255,683,2024-11-03,3000000,2139,15
2140,6618,3256,112,2024-10-21,1500000,2140,50
2141,6621,3257,635,2024-01-02,4500000,2141,17
2142,6623,3258,490,2023-12-30,2000000,2142,19
2143,6625,3259,21,2022-04-25,4500000,2143,42
2144,6627,3260,585,2024-08-18,3000000,2144,39
2145,6637,3262,656,2024-12-22,8000000,2145,30
2146,6640,3263,124,2024-02-10,3000000,2146,46
2147,6641,3264,717,2024-07-29,2000000,2147,30
2148,6644,3265,34,2023-06-26,1500000,2148,37
2149,6646,3267,486,2023-04-13,2200000,2149,25
2150,6651,3268,589,2023-05-20,4500000,2150,37
2151,6655,3269,729,2023-03-30,8000000,2151,43
2152,6658,3270,406,2024-12-27,2000000,2152,16
2153,6661,3272,721,2023-08-19,1500000,2153,22
2154,6666,3273,306,2023-11-25,2200000,2154,31
2155,6667,3278,484,2023-08-27,3000000,2155,16
2156,6674,3279,658,2022-12-21,1500000,2156,23
2157,6675,3280,296,2023-09-22,3000000,2157,36
2158,6678,3281,431,2024-02-12,4500000,2158,13
2159,6682,3283,45,2024-02-07,3000000,2159,34
2160,6684,3284,511,2024-01-26,2000000,2160,33
2161,6686,3285,181,2022-05-12,8000000,2161,23
2162,6691,3286,759,2024-05-10,1500000,2162,22
2163,6692,3287,561,2024-05-11,4500000,2163,24
2164,6696,3288,713,2023-08-12,2200000,2164,26
2165,6697,3289,725,2023-03-03,4500000,2165,37
2166,6701,3290,600,2024-02-15,4500000,2166,6
2167,6703,3291,715,2024-02-02,2000000,2167,11
2168,6704,3292,636,2024-07-13,2200000,2168,21
2169,6708,3294,249,2024-12-21,3000000,2169,21
2170,6709,3296,418,2023-01-12,2200000,2170,42
2171,6714,3298,570,2024-12-25,2200000,2171,37
2172,6720,3299,676,2023-09-04,1500000,2172,30
2173,6728,3300,176,2022-12-15,2200000,2173,38
2174,6734,3301,192,2023-07-14,8000000,2174,36
2175,6735,3303,679,2024-02-05,8000000,2175,17
2176,6736,3304,771,2023-06-02,3000000,2176,2
2177,6742,3307,631,2024-10-21,3000000,2177,37
2178,6748,3308,742,2024-07-17,2200000,2178,45
2179,6749,3309,522,2023-09-16,2200000,2179,48
2180,6751,3310,756,2024-08-21,8000000,2180,9
2181,6752,3312,466,2023-05-01,2000000,2181,6
2182,6753,3313,337,2024-01-04,8000000,2182,12
2183,6758,3314,631,2023-09-10,2000000,2183,48
2184,6762,3316,337,2023-12-04,2000000,2184,25
2185,6763,3317,555,2024-03-02,3000000,2185,30
2186,6768,3318,603,2023-11-18,2200000,2186,23
2187,6770,3319,5,2022-12-01,4500000,2187,16
2188,6773,3320,396,2023-09-24,8000000,2188,29
2189,6781,3321,565,2024-04-30,1500000,2189,15
2190,6783,3322,82,2024-01-13,2000000,2190,3
2191,6786,3323,755,2024-07-04,3000000,2191,1
2192,6792,3325,371,2023-10-16,3000000,2192,27
2193,6794,3327,604,2023-09-24,8000000,2193,38
2194,6796,3328,208,2022-09-12,3000000,2194,11
2195,6798,3330,799,2023-07-29,1500000,2195,23
2196,6799,3331,233,2024-12-26,8000000,2196,50
2197,6800,3332,354,2022-06-12,2000000,2197,24
2198,6801,3334,459,2024-03-06,3000000,2198,3
2199,6809,3335,797,2023-10-24,2200000,2199,41
2200,6811,3336,281,2023-10-11,2200000,2200,32
2201,6814,3339,86,2024-07-19,3000000,2201,15
2202,6816,3340,649,2023-03-18,3000000,2202,26
2203,6817,3342,86,2024-04-04,1500000,2203,29
2204,6819,3345,594,2024-08-09,2000000,2204,10
2205,6820,3346,320,2024-01-05,1500000,2205,9
2206,6823,3347,530,2024-02-07,2000000,2206,32
2207,6828,3350,139,2024-09-25,2000000,2207,40
2208,6829,3351,585,2023-09-25,2000000,2208,36
2209,6832,3352,44,2024-03-06,4500000,2209,46
2210,6833,3353,138,2022-05-14,4500000,2210,15
2211,6840,3355,418,2024-08-28,3000000,2211,34
2212,6842,3356,203,2023-06-16,4500000,2212,18
2213,6844,3357,436,2023-12-22,3000000,2213,4
2214,6845,3359,652,2024-11-26,8000000,2214,47
2215,6850,3360,353,2024-11-10,2200000,2215,10
2216,6851,3363,433,2024-10-31,4500000,2216,26
2217,6853,3365,270,2024-09-16,8000000,2217,15
2218,6855,3366,662,2024-12-20,4500000,2218,22
2219,6858,3367,777,2022-04-25,4500000,2219,44
2220,6860,3368,263,2023-09-11,1500000,2220,12
2221,6866,3369,395,2022-09-30,8000000,2221,41
2222,6870,3370,686,2024-11-20,3000000,2222,9
2223,6872,3371,117,2024-12-22,1500000,2223,6
2224,6873,3372,349,2023-05-21,2000000,2224,22
2225,6874,3375,310,2024-05-01,8000000,2225,14
2226,6878,3376,609,2022-05-26,2200000,2226,6
2227,6880,3377,25,2022-12-01,4500000,2227,35
2228,6882,3378,650,2023-05-08,1500000,2228,45
2229,6887,3381,486,2023-02-28,1500000,2229,44
2230,6889,3382,638,2023-04-21,1500000,2230,26
2231,6891,3383,139,2023-07-31,1500000,2231,4
2232,6893,3384,462,2023-12-19,4500000,2232,11
2233,6897,3385,296,2024-10-19,1500000,2233,21
2234,6899,3386,261,2024-06-12,3000000,2234,10
2235,6902,3387,630,2023-05-11,1500000,2235,36
2236,6903,3388,233,2024-03-12,2200000,2236,5
2237,6904,3389,123,2024-12-16,1500000,2237,49
2238,6907,3391,257,2024-09-21,8000000,2238,10
2239,6908,3394,621,2023-09-22,1500000,2239,47
2240,6910,3395,382,2023-09-07,4500000,2240,19
2241,6913,3396,250,2024-01-14,1500000,2241,37
2242,6920,3397,279,2024-01-24,2200000,2242,4
2243,6921,3398,673,2023-10-13,1500000,2243,29
2244,6923,3400,294,2024-07-19,2200000,2244,35
2245,6927,3401,690,2023-06-07,8000000,2245,21
2246,6929,3403,57,2024-06-22,1500000,2246,7
2247,6930,3404,43,2024-05-18,8000000,2247,29
2248,6932,3406,756,2023-09-14,1500000,2248,25
2249,6933,3407,744,2024-02-22,4500000,2249,43
2250,6935,3408,741,2024-02-06,1500000,2250,22
2251,6936,3410,594,2023-10-23,1500000,2251,42
2252,6938,3411,783,2023-08-11,2000000,2252,15
2253,6945,3414,789,2023-10-13,2200000,2253,44
2254,6948,3416,150,2024-05-02,2200000,2254,17
2255,6951,3419,358,2023-12-05,1500000,2255,30
2256,6955,3421,797,2022-09-24,2200000,2256,4
2257,6956,3425,575,2024-10-23,4500000,2257,21
2258,6957,3427,482,2024-08-15,2000000,2258,35
2259,6959,3428,326,2024-12-23,8000000,2259,27
2260,6960,3429,538,2024-08-17,2000000,2260,28
2261,6961,3430,2,2022-09-25,2200000,2261,12
2262,6964,3432,264,2024-12-03,1500000,2262,15
2263,6966,3434,99,2023-01-03,1500000,2263,40
2264,6968,3435,797,2023-07-11,2000000,2264,7
2265,6970,3436,525,2024-05-25,2000000,2265,30
2266,6971,3437,602,2023-01-17,3000000,2266,7
2267,6972,3439,586,2024-09-19,3000000,2267,19
2268,6973,3440,280,2023-03-30,2200000,2268,4
2269,6975,3441,245,2024-05-23,1500000,2269,36
2270,6981,3442,256,2023-09-22,8000000,2270,50
2271,6983,3443,761,2024-04-19,8000000,2271,3
2272,6986,3444,158,2023-06-02,2000000,2272,43
2273,6988,3446,595,2023-10-27,4500000,2273,40
2274,6993,3447,55,2024-10-31,2200000,2274,31
2275,6999,3450,575,2024-12-08,2000000,2275,41
2276,7002,3451,194,2024-10-05,4500000,2276,5
2277,7005,3452,203,2024-02-09,1500000,2277,25
2278,7008,3453,704,2023-07-19,4500000,2278,16
2279,7009,3456,612,2024-08-16,8000000,2279,42
2280,7011,3458,659,2024-03-26,1500000,2280,10
2281,7016,3459,467,2022-03-19,1500000,2281,27
2282,7017,3460,522,2024-07-24,8000000,2282,31
2283,7018,3462,668,2024-01-22,8000000,2283,16
2284,7020,3464,203,2023-11-09,3000000,2284,22
2285,7021,3466,153,2024-11-05,3000000,2285,28
2286,7023,3467,76,2024-12-01,2200000,2286,22
2287,7024,3468,442,2023-06-15,8000000,2287,47
2288,7025,3470,256,2024-07-24,8000000,2288,49
2289,7033,3472,390,2024-08-31,2000000,2289,47
2290,7034,3474,510,2024-08-19,1500000,2290,15
2291,7035,3476,95,2023-07-03,2000000,2291,21
2292,7036,3477,278,2022-10-02,3000000,2292,47
2293,7037,3478,742,2023-04-27,1500000,2293,37
2294,7039,3479,598,2024-08-09,4500000,2294,37
2295,7042,3481,643,2023-03-05,1500000,2295,32
2296,7046,3483,708,2023-09-30,1500000,2296,27
2297,7048,3485,706,2024-04-14,4500000,2297,29
2298,7049,3486,43,2024-11-05,2000000,2298,25
2299,7052,3487,316,2024-01-26,2000000,2299,20
2300,7054,3488,548,2023-05-02,3000000,2300,18
2301,7055,3489,573,2024-08-01,1500000,2301,22
2302,7058,3490,5,2023-01-18,4500000,2302,29
2303,7060,3491,738,2023-04-15,8000000,2303,30
2304,7061,3493,683,2024-11-30,1500000,2304,23
2305,7071,3497,763,2023-09-12,1500000,2305,30
2306,7074,3498,782,2024-01-15,8000000,2306,24
2307,7076,3499,442,2022-12-12,3000000,2307,43
2308,7077,3500,543,2024-06-11,3000000,2308,47
2309,7079,3501,711,2024-03-22,2200000,2309,30
2310,7080,3504,88,2024-11-26,8000000,2310,25
2311,7081,3505,485,2023-08-05,2200000,2311,34
2312,7082,3506,715,2023-10-19,4500000,2312,41
2313,7089,3508,466,2024-05-15,1500000,2313,35
2314,7090,3509,561,2022-12-18,2200000,2314,26
2315,7092,3510,699,2023-11-30,4500000,2315,30
2316,7095,3511,252,2023-01-08,3000000,2316,30
2317,7097,3512,414,2024-10-07,2000000,2317,6
2318,7102,3513,532,2024-12-27,1500000,2318,47
2319,7104,3515,221,2023-11-11,8000000,2319,41
2320,7106,3516,649,2024-08-14,1500000,2320,43
2321,7111,3517,270,2022-12-21,3000000,2321,22
2322,7114,3520,261,2022-10-10,2000000,2322,49
2323,7115,3521,228,2023-07-15,4500000,2323,38
2324,7117,3522,508,2024-11-10,2000000,2324,49
2325,7119,3523,513,2024-10-19,1500000,2325,3
2326,7120,3524,399,2023-11-30,4500000,2326,17
2327,7121,3528,217,2023-08-15,2000000,2327,31
2328,7130,3529,322,2023-03-06,1500000,2328,47
2329,7135,3530,318,2024-01-02,2200000,2329,21
2330,7140,3531,297,2024-06-10,2000000,2330,19
2331,7142,3534,571,2022-07-24,1500000,2331,29
2332,7143,3535,98,2024-01-26,1500000,2332,28
2333,7147,3536,309,2023-10-24,1500000,2333,46
2334,7148,3537,458,2024-06-23,1500000,2334,21
2335,7149,3538,183,2023-10-10,2000000,2335,20
2336,7158,3540,489,2022-07-29,4500000,2336,33
2337,7160,3543,644,2024-12-31,4500000,2337,5
2338,7161,3544,402,2024-10-20,2000000,2338,9
2339,7166,3546,267,2024-01-19,1500000,2339,14
2340,7170,3547,566,2023-12-29,2000000,2340,16
2341,7171,3548,403,2024-01-20,2200000,2341,42
2342,7177,3550,400,2024-11-26,1500000,2342,34
2343,7181,3552,160,2024-07-16,3000000,2343,15
2344,7187,3553,361,2023-05-18,3000000,2344,33
2345,7189,3554,532,2023-10-31,3000000,2345,41
2346,7191,3555,494,2024-01-16,2000000,2346,10
2347,7193,3557,445,2024-07-07,2200000,2347,49
2348,7196,3558,545,2023-11-23,2000000,2348,47
2349,7197,3561,491,2023-10-31,8000000,2349,47
2350,7202,3562,22,2023-05-07,1500000,2350,46
2351,7203,3564,75,2024-02-21,3000000,2351,6
2352,7204,3566,757,2023-12-20,4500000,2352,43
2353,7208,3568,747,2024-07-25,8000000,2353,29
2354,7210,3570,490,2023-02-28,3000000,2354,1
2355,7211,3571,160,2022-10-17,1500000,2355,30
2356,7212,3575,316,2024-06-06,1500000,2356,40
2357,7213,3576,193,2024-06-30,1500000,2357,45
2358,7216,3577,139,2024-03-15,4500000,2358,33
2359,7219,3579,792,2024-03-10,2000000,2359,32
2360,7223,3581,462,2023-10-20,2200000,2360,8
2361,7224,3582,710,2024-10-02,8000000,2361,2
2362,7230,3586,751,2024-10-05,1500000,2362,48
2363,7233,3587,371,2024-03-06,4500000,2363,38
2364,7235,3588,368,2023-11-18,3000000,2364,37
2365,7241,3589,635,2024-02-11,4500000,2365,3
2366,7245,3591,272,2024-01-18,2200000,2366,37
2367,7246,3595,325,2024-06-04,4500000,2367,39
2368,7251,3596,356,2024-07-30,2200000,2368,14
2369,7253,3597,770,2024-12-13,1500000,2369,13
2370,7254,3599,616,2024-07-04,4500000,2370,9
2371,7256,3601,549,2022-05-27,3000000,2371,15
2372,7258,3602,625,2024-10-14,8000000,2372,48
2373,7260,3604,85,2024-10-20,8000000,2373,35
2374,7262,3605,699,2024-09-26,1500000,2374,13
2375,7264,3606,95,2024-10-25,2200000,2375,23
2376,7268,3607,438,2022-04-18,4500000,2376,26
2377,7271,3608,118,2023-10-01,2000000,2377,44
2378,7273,3609,180,2024-11-28,1500000,2378,43
2379,7274,3611,224,2023-11-01,8000000,2379,46
2380,7275,3612,254,2024-04-24,4500000,2380,34
2381,7276,3616,653,2024-12-29,8000000,2381,41
2382,7277,3618,330,2024-03-13,1500000,2382,26
2383,7280,3619,696,2022-08-02,1500000,2383,11
2384,7281,3620,516,2023-04-17,2000000,2384,2
2385,7282,3621,435,2024-04-02,2200000,2385,9
2386,7290,3623,88,2023-08-20,8000000,2386,46
2387,7293,3625,412,2022-09-08,2000000,2387,37
2388,7299,3626,476,2024-12-29,4500000,2388,14
2389,7300,3628,7,2024-02-10,2200000,2389,1
2390,7302,3629,639,2024-02-11,3000000,2390,21
2391,7311,3630,684,2023-12-16,8000000,2391,10
2392,7312,3631,693,2023-10-11,3000000,2392,11
2393,7313,3632,431,2024-02-23,1500000,2393,26
2394,7314,3636,729,2024-07-05,1500000,2394,48
2395,7318,3637,793,2024-06-22,8000000,2395,32
2396,7321,3638,313,2024-08-24,2200000,2396,39
2397,7324,3639,210,2023-04-17,3000000,2397,47
2398,7328,3641,208,2023-10-15,2200000,2398,40
2399,7333,3643,206,2022-11-08,3000000,2399,10
2400,7334,3644,772,2024-09-11,4500000,2400,49
2401,7346,3645,532,2024-05-23,4500000,2401,47
2402,7350,3646,118,2023-05-29,8000000,2402,12
2403,7366,3647,173,2024-01-07,2000000,2403,38
2404,7367,3648,627,2024-07-27,3000000,2404,50
2405,7369,3649,524,2024-09-16,1500000,2405,28
2406,7373,3652,256,2024-09-11,8000000,2406,8
2407,7375,3653,360,2023-04-18,2000000,2407,34
2408,7377,3654,245,2023-10-28,2000000,2408,18
2409,7378,3656,376,2024-09-02,1500000,2409,23
2410,7383,3657,134,2024-11-02,2000000,2410,39
2411,7391,3659,657,2023-12-10,2000000,2411,25
2412,7393,3661,415,2024-03-20,4500000,2412,17
2413,7398,3663,118,2023-12-17,2200000,2413,50
2414,7399,3664,355,2023-08-26,3000000,2414,2
2415,7402,3666,756,2023-07-08,4500000,2415,14
2416,7405,3667,333,2023-10-05,3000000,2416,2
2417,7408,3669,174,2024-08-28,2000000,2417,38
2418,7409,3672,661,2024-08-05,1500000,2418,34
2419,7415,3673,238,2024-11-18,4500000,2419,21
2420,7417,3674,86,2023-11-01,2200000,2420,39
2421,7418,3675,450,2024-05-21,2200000,2421,39
2422,7426,3676,58,2023-08-16,2000000,2422,39
2423,7438,3680,90,2024-11-13,1500000,2423,45
2424,7439,3681,415,2024-08-09,1500000,2424,34
2425,7447,3682,570,2023-12-27,8000000,2425,7
2426,7451,3683,364,2024-07-21,2000000,2426,5
2427,7454,3684,128,2024-02-12,4500000,2427,16
2428,7457,3685,644,2024-07-20,4500000,2428,43
2429,7458,3687,71,2023-05-06,3000000,2429,19
2430,7461,3688,137,2024-11-03,2200000,2430,11
2431,7463,3689,16,2024-04-13,2000000,2431,26
2432,7465,3690,545,2024-03-24,2200000,2432,6
2433,7466,3691,760,2023-08-01,2200000,2433,28
2434,7467,3692,573,2024-01-20,8000000,2434,42
2435,7473,3694,295,2024-01-26,2000000,2435,35
2436,7475,3695,683,2024-03-17,2200000,2436,34
2437,7476,3696,179,2023-12-06,4500000,2437,41
2438,7477,3697,357,2024-02-28,3000000,2438,48
2439,7479,3698,800,2024-05-21,1500000,2439,1
2440,7480,3699,310,2024-10-23,2200000,2440,2
2441,7485,3702,669,2024-04-06,4500000,2441,17
2442,7493,3703,686,2024-03-02,2000000,2442,7
2443,7495,3705,366,2024-02-05,1500000,2443,29
2444,7503,3708,39,2024-09-27,3000000,2444,11
2445,7504,3709,153,2024-07-29,2000000,2445,47
2446,7507,3712,289,2024-11-23,3000000,2446,44
2447,7509,3714,76,2024-09-23,3000000,2447,46
2448,7510,3715,753,2024-10-04,4500000,2448,4
2449,7513,3718,392,2023-04-13,1500000,2449,4
2450,7517,3719,139,2024-07-16,1500000,2450,46
2451,7524,3720,181,2024-12-02,2000000,2451,2
2452,7533,3722,736,2024-04-27,2000000,2452,22
2453,7539,3723,78,2024-06-28,4500000,2453,6
