property_id,property_name,type_id,location_id,source_id,agent_id,size_sqft,size_sqm,bedrooms,maid_rooms,bathrooms,price,available_from,payment_method,down_payment,status,listed_date,sold_date,city,region,country,Latitude,Longitude
13618,Chalet in Cairo,2,6,3,567,3229.17,300,3,0,2,1500000,9/23/2023,Installment,288083.54,Active,11/20/2023,,Cairo,Madinaty,Egypt,,
13624,Townhouse in Cairo,1,6,2,485,1291.67,120,3,0,4,4500000,10/26/2024,Mortgage,699093.76,Active,5/7/2022,,Cairo,Madinaty,Egypt,,
13628,Chalet in Giza,3,4,1,243,2368.06,220,5,0,4,8000000,10/8/2023,Cash,8000000,Active,9/12/2022,,Cairo,New Cairo,Egypt,,
13630,Apartment in Giza,4,3,1,561,1722.22,160,3,0,2,3000000,9/22/2024,Installment,723719.95,Active,12/15/2022,,Cairo,New Capital,Egypt,,
13631,Villa in Giza,1,6,1,437,1291.67,120,3,1,3,1500000,5/28/2024,Cash,1500000,Active,10/1/2023,,Cairo,Madinaty,Egypt,,
13634,Apartment in Giza,1,3,3,187,1722.22,160,2,0,1,2000000,8/27/2023,Installment,492425.28,Active,8/23/2023,,Cairo,New Capital,Egypt,,
13637,Townhouse in Matrouh,2,6,3,126,1722.22,160,2,0,3,8000000,5/30/2024,Installment,1632263.73,Active,4/18/2022,,Cairo,Madinaty,Egypt,,
13649,Chalet in Cairo,2,6,1,546,1722.22,160,3,0,2,2000000,7/30/2023,Cash,2000000,Active,11/16/2023,,Cairo,Madinaty,Egypt,,
13651,Townhouse in Cairo,1,4,3,619,1076.39,100,2,0,1,1500000,2/2/2023,Installment,182744.52,Active,2/27/2022,,Cairo,New Cairo,Egypt,,
13657,Chalet in Matrouh,4,4,1,434,1614.58,150,3,1,3,2200000,4/15/2024,Cash,2200000,Active,5/16/2023,,Cairo,New Cairo,Egypt,,
13661,Apartment in Cairo,1,6,1,550,1614.58,150,3,0,2,3000000,1/4/2024,Mortgage,351329.59,Active,11/10/2022,,Cairo,Madinaty,Egypt,,
13666,Apartment in Giza,4,6,1,126,3229.17,300,5,0,3,4500000,6/14/2023,Mortgage,519055.88,Active,8/27/2023,,Cairo,Madinaty,Egypt,,
13671,Villa in Giza,3,6,2,503,1076.39,100,2,0,3,2000000,7/16/2024,Cash,2000000,Active,9/1/2022,,Cairo,Madinaty,Egypt,,
13700,Chalet in Giza,4,6,2,188,2368.06,220,5,1,2,4500000,9/13/2024,Mortgage,1228637.39,Expired,2/12/2023,,Cairo,Madinaty,Egypt,,
13711,Apartment in Cairo,2,3,3,525,3229.17,300,5,0,2,2200000,10/14/2023,Cash,2200000,Active,5/11/2022,,Cairo,New Capital,Egypt,,
13712,Chalet in Matrouh,1,3,3,745,1722.22,160,2,0,2,1500000,4/7/2024,Mortgage,275707.23,Active,11/15/2022,,Cairo,New Capital,Egypt,,
13718,Townhouse in Cairo,4,6,2,514,1722.22,160,3,1,2,1500000,11/25/2024,Cash,1500000,Active,12/7/2022,,Cairo,Madinaty,Egypt,,
13722,Villa in Cairo,1,6,1,560,1291.67,120,2,0,3,2000000,8/26/2024,Mortgage,499485.34,Active,1/13/2023,,Cairo,Madinaty,Egypt,,
13723,Townhouse in Cairo,1,6,3,678,2368.06,220,5,0,3,4500000,12/14/2024,Mortgage,747051.44,Active,1/25/2022,,Cairo,Madinaty,Egypt,,
13727,Apartment in Cairo,1,4,2,554,2368.06,220,2,1,1,4500000,6/7/2023,Installment,789935.79,Active,3/30/2023,,Cairo,New Cairo,Egypt,,
13734,Chalet in Giza,1,6,3,210,2368.06,220,3,0,2,2000000,7/9/2024,Installment,412046.55,Expired,6/5/2022,,Cairo,Madinaty,Egypt,,
13735,Apartment in Cairo,1,6,3,1,1722.22,160,2,0,4,2200000,10/7/2024,Installment,384583.78,Active,3/16/2023,,Cairo,Madinaty,Egypt,,
13747,Townhouse in Matrouh,3,4,2,377,1076.39,100,5,1,4,8000000,9/23/2023,Cash,8000000,Active,1/22/2023,,Cairo,New Cairo,Egypt,,
13756,Chalet in Cairo,4,6,3,487,1722.22,160,2,0,1,4500000,10/4/2023,Installment,1309979.26,Active,5/27/2023,,Cairo,Madinaty,Egypt,,
13759,Apartment in Matrouh,4,6,3,137,1076.39,100,3,0,2,4500000,10/6/2024,Cash,4500000,Active,9/27/2023,,Cairo,Madinaty,Egypt,,
13760,Apartment in Giza,3,3,2,708,2368.06,220,2,0,1,2200000,3/15/2023,Installment,440272.77,Active,3/24/2023,,Cairo,New Capital,Egypt,,
13768,Townhouse in Giza,4,3,2,93,3229.17,300,3,0,2,1500000,6/20/2023,Mortgage,321913.82,Active,8/7/2023,,Cairo,New Capital,Egypt,,
13770,Chalet in Matrouh,1,4,1,767,1291.67,120,2,0,2,2200000,5/19/2024,Cash,2200000,Active,8/18/2023,,Cairo,New Cairo,Egypt,,
13772,Townhouse in Cairo,2,3,1,348,1722.22,160,3,1,2,8000000,3/24/2024,Cash,8000000,Active,5/6/2022,,Cairo,New Capital,Egypt,,
13780,Apartment in Cairo,2,4,3,173,1291.67,120,5,0,2,4500000,2/23/2024,Mortgage,1303224.27,Expired,10/16/2023,,Cairo,New Cairo,Egypt,,
13783,Villa in Cairo,4,6,3,497,1614.58,150,5,0,2,1500000,1/27/2024,Installment,197635.81,Active,1/24/2023,,Cairo,Madinaty,Egypt,,
13784,Villa in Matrouh,1,3,3,19,1614.58,150,3,1,3,2200000,4/22/2024,Installment,646626.38,Active,2/20/2023,,Cairo,New Capital,Egypt,,
13791,Villa in Matrouh,3,4,3,17,1614.58,150,3,0,3,8000000,8/20/2023,Installment,824556.41,Active,8/9/2022,,Cairo,New Cairo,Egypt,,
13794,Chalet in Matrouh,3,3,2,779,2368.06,220,3,1,4,2200000,11/16/2023,Installment,364260.7,Active,2/18/2022,,Cairo,New Capital,Egypt,,
13799,Chalet in Giza,3,3,3,88,1291.67,120,2,0,2,8000000,12/12/2023,Mortgage,1082966.16,Active,9/19/2023,,Cairo,New Capital,Egypt,,
13800,Chalet in Cairo,3,4,3,600,2368.06,220,2,1,2,3000000,2/17/2023,Mortgage,588811.47,Active,9/27/2023,,Cairo,New Cairo,Egypt,,
13816,Apartment in Giza,1,4,2,435,1076.39,100,5,0,3,4500000,8/14/2024,Cash,4500000,Active,4/29/2022,,Cairo,New Cairo,Egypt,,
13823,Villa in Cairo,4,3,3,698,1076.39,100,3,1,3,3000000,4/7/2024,Mortgage,666946.83,Active,11/18/2023,,Cairo,New Capital,Egypt,,
13825,Townhouse in Giza,2,4,2,125,1076.39,100,5,0,2,1500000,8/28/2024,Mortgage,206404.58,Active,5/24/2022,,Cairo,New Cairo,Egypt,,
13827,Chalet in Giza,1,3,1,210,1076.39,100,3,1,2,2200000,7/28/2024,Cash,2200000,Active,8/30/2023,,Cairo,New Capital,Egypt,,
13843,Townhouse in Cairo,2,4,2,26,1722.22,160,2,0,3,8000000,4/12/2023,Installment,2353966.01,Active,1/1/2022,,Cairo,New Cairo,Egypt,,
13859,Chalet in Cairo,4,4,1,530,3229.17,300,2,1,4,8000000,11/8/2024,Cash,8000000,Active,10/26/2023,,Cairo,New Cairo,Egypt,,
13863,Apartment in Matrouh,2,3,2,186,3229.17,300,5,1,2,8000000,8/6/2023,Mortgage,1948846.87,Active,5/19/2022,,Cairo,New Capital,Egypt,,
13864,Villa in Cairo,4,3,2,425,3229.17,300,3,0,2,1500000,12/6/2023,Cash,1500000,Active,7/19/2022,,Cairo,New Capital,Egypt,,
13872,Chalet in Cairo,1,4,3,416,1614.58,150,5,0,1,2000000,6/10/2024,Installment,359678.99,Active,3/20/2022,,Cairo,New Cairo,Egypt,,
13874,Apartment in Giza,4,4,1,724,2368.06,220,2,1,1,2200000,7/27/2023,Cash,2200000,Active,12/21/2022,,Cairo,New Cairo,Egypt,,
13877,Townhouse in Giza,3,4,2,637,1722.22,160,3,1,2,2000000,8/11/2024,Cash,2000000,Active,8/10/2022,,Cairo,New Cairo,Egypt,,
13879,Villa in Matrouh,3,3,1,219,1291.67,120,2,0,4,2000000,2/23/2023,Installment,232424.64,Active,3/24/2022,,Cairo,New Capital,Egypt,,
13884,Chalet in Cairo,4,6,2,79,3229.17,300,5,0,2,4500000,7/24/2023,Cash,4500000,Expired,3/1/2022,,Cairo,Madinaty,Egypt,,
13887,Chalet in Matrouh,4,6,3,642,1722.22,160,3,0,4,1500000,10/3/2023,Installment,209174.72,Active,3/15/2022,,Cairo,Madinaty,Egypt,,
13906,Townhouse in Giza,2,6,2,158,1722.22,160,3,1,1,2000000,4/28/2023,Installment,559300.01,Active,9/17/2022,,Cairo,Madinaty,Egypt,,
13914,Villa in Giza,4,4,3,364,3229.17,300,2,0,2,1500000,6/2/2024,Mortgage,400747.26,Expired,3/16/2022,,Cairo,New Cairo,Egypt,,
13919,Villa in Cairo,1,6,2,298,2368.06,220,2,1,2,2200000,7/13/2024,Cash,2200000,Active,7/10/2023,,Cairo,Madinaty,Egypt,,
13923,Villa in Cairo,3,4,3,490,2368.06,220,2,1,2,3000000,2/22/2024,Installment,614493.52,Active,8/2/2023,,Cairo,New Cairo,Egypt,,
13929,Townhouse in Cairo,1,4,1,669,1722.22,160,2,1,2,8000000,8/15/2024,Mortgage,1508534.23,Active,12/14/2023,,Cairo,New Cairo,Egypt,,
13930,Townhouse in Cairo,2,3,2,699,3229.17,300,2,0,2,8000000,2/28/2024,Cash,8000000,Active,2/21/2023,,Cairo,New Capital,Egypt,,
13933,Villa in Giza,2,3,1,445,1722.22,160,3,1,2,8000000,2/3/2024,Mortgage,867292.36,Active,6/7/2022,,Cairo,New Capital,Egypt,,
13934,Chalet in Cairo,3,4,2,149,2368.06,220,3,0,2,8000000,11/14/2024,Installment,1179794.62,Active,11/15/2023,,Cairo,New Cairo,Egypt,,
13938,Townhouse in Cairo,3,3,2,648,1722.22,160,3,1,2,8000000,2/22/2024,Installment,1186176.25,Active,5/13/2023,,Cairo,New Capital,Egypt,,
13940,Apartment in Giza,4,4,2,427,1614.58,150,5,1,2,4500000,5/30/2023,Cash,4500000,Active,5/5/2022,,Cairo,New Cairo,Egypt,,
13944,Townhouse in Giza,2,3,2,84,1076.39,100,3,0,2,3000000,3/10/2023,Cash,3000000,Expired,8/16/2023,,Cairo,New Capital,Egypt,,
13954,Apartment in Cairo,2,3,1,753,1076.39,100,3,0,2,8000000,10/5/2023,Mortgage,823825.43,Active,12/31/2022,,Cairo,New Capital,Egypt,,
13957,Villa in Cairo,3,4,3,532,1722.22,160,2,1,2,8000000,5/18/2024,Installment,2232328.99,Expired,9/23/2023,,Cairo,New Cairo,Egypt,,
13960,Villa in Cairo,1,4,3,768,3229.17,300,2,0,2,2200000,6/20/2023,Installment,437302.61,Expired,8/27/2023,,Cairo,New Cairo,Egypt,,
13966,Chalet in Giza,4,6,3,188,1076.39,100,3,0,2,3000000,3/13/2024,Mortgage,686051.08,Active,9/13/2022,,Cairo,Madinaty,Egypt,,
13972,Villa in Cairo,3,3,2,780,1076.39,100,3,0,2,1500000,8/5/2023,Mortgage,254963.84,Active,2/1/2023,,Cairo,New Capital,Egypt,,
13984,Apartment in Matrouh,1,4,3,352,1614.58,150,2,0,3,2000000,7/27/2023,Installment,516790.51,Active,10/13/2023,,Cairo,New Cairo,Egypt,,
13987,Chalet in Matrouh,1,6,1,326,1291.67,120,2,1,1,2000000,4/2/2024,Mortgage,237172.94,Active,12/22/2023,,Cairo,Madinaty,Egypt,,
14015,Chalet in Matrouh,2,4,3,261,3229.17,300,5,0,2,2000000,8/10/2023,Mortgage,264681.76,Active,12/14/2023,,Cairo,New Cairo,Egypt,,
14026,Townhouse in Giza,4,3,2,323,1722.22,160,3,0,4,1500000,8/28/2024,Installment,263935.55,Active,6/16/2022,,Cairo,New Capital,Egypt,,
14031,Villa in Cairo,3,3,1,141,1076.39,100,2,0,4,3000000,8/15/2024,Cash,3000000,Active,12/7/2023,,Cairo,New Capital,Egypt,,
14032,Townhouse in Cairo,2,3,2,670,1614.58,150,2,1,3,3000000,1/19/2023,Installment,543902.45,Expired,1/26/2022,,Cairo,New Capital,Egypt,,
14035,Villa in Cairo,3,6,1,467,3229.17,300,2,1,2,3000000,6/14/2024,Cash,3000000,Active,2/7/2022,,Cairo,Madinaty,Egypt,,
14036,Villa in Matrouh,4,3,1,116,1076.39,100,3,0,2,3000000,3/17/2023,Cash,3000000,Active,12/18/2023,,Cairo,New Capital,Egypt,,
14042,Townhouse in Cairo,2,3,2,623,1076.39,100,3,0,3,2200000,6/24/2024,Installment,297293.24,Active,10/31/2022,,Cairo,New Capital,Egypt,,
14043,Apartment in Cairo,3,3,2,723,3229.17,300,2,0,1,8000000,12/9/2024,Mortgage,1579824.93,Active,5/22/2022,,Cairo,New Capital,Egypt,,
14047,Townhouse in Cairo,4,4,1,766,1291.67,120,2,0,3,2000000,5/13/2024,Mortgage,395943.09,Active,1/6/2022,,Cairo,New Cairo,Egypt,,
14050,Chalet in Giza,4,4,2,566,1614.58,150,3,1,1,1500000,5/19/2024,Installment,169410.54,Active,6/15/2023,,Cairo,New Cairo,Egypt,,
14053,Apartment in Matrouh,1,6,2,164,1614.58,150,2,1,2,1500000,12/23/2024,Mortgage,271436.12,Active,7/28/2022,,Cairo,Madinaty,Egypt,,
14055,Chalet in Giza,4,4,2,216,1614.58,150,5,0,3,2000000,6/11/2023,Cash,2000000,Active,12/20/2022,,Cairo,New Cairo,Egypt,,
14058,Apartment in Giza,2,4,2,774,1614.58,150,3,0,1,2000000,12/30/2023,Mortgage,500382.11,Active,1/13/2022,,Cairo,New Cairo,Egypt,,
14061,Townhouse in Giza,1,3,1,103,2368.06,220,5,1,2,1500000,9/2/2023,Installment,274270.3,Active,3/11/2022,,Cairo,New Capital,Egypt,,
14064,Chalet in Cairo,4,3,1,534,1614.58,150,2,0,4,3000000,10/31/2023,Cash,3000000,Active,10/12/2022,,Cairo,New Capital,Egypt,,
14066,Chalet in Cairo,3,4,2,624,1291.67,120,3,0,4,3000000,7/30/2023,Mortgage,327386.57,Active,3/19/2022,,Cairo,New Cairo,Egypt,,
14073,Villa in Cairo,1,3,3,300,2368.06,220,3,0,1,8000000,6/9/2023,Cash,8000000,Active,3/15/2023,,Cairo,New Capital,Egypt,,
14081,Chalet in Giza,1,6,3,632,2368.06,220,3,1,4,4500000,10/16/2023,Installment,790599.91,Active,1/29/2023,,Cairo,Madinaty,Egypt,,
14085,Apartment in Giza,2,3,3,778,1614.58,150,2,0,2,3000000,6/19/2023,Cash,3000000,Active,12/26/2022,,Cairo,New Capital,Egypt,,
14088,Chalet in Giza,3,4,1,644,1614.58,150,3,0,2,1500000,2/15/2023,Cash,1500000,Expired,6/8/2022,,Cairo,New Cairo,Egypt,,
14097,Townhouse in Matrouh,3,3,1,121,1291.67,120,2,0,2,2000000,6/5/2024,Mortgage,423966.68,Active,3/30/2022,,Cairo,New Capital,Egypt,,
14104,Chalet in Cairo,4,3,3,489,1291.67,120,2,0,1,3000000,1/22/2024,Installment,510313.38,Expired,12/10/2022,,Cairo,New Capital,Egypt,,
14109,Apartment in Cairo,4,3,2,733,1722.22,160,2,1,1,8000000,12/27/2023,Cash,8000000,Active,2/28/2022,,Cairo,New Capital,Egypt,,
14114,Townhouse in Cairo,2,6,2,57,1076.39,100,3,0,2,4500000,7/22/2023,Mortgage,962015.19,Active,2/3/2023,,Cairo,Madinaty,Egypt,,
14121,Villa in Matrouh,4,6,3,691,1076.39,100,5,0,4,3000000,1/2/2024,Installment,860312.73,Active,7/25/2022,,Cairo,Madinaty,Egypt,,
14127,Chalet in Cairo,1,6,2,272,1614.58,150,3,1,1,1500000,6/25/2023,Mortgage,306461.7,Active,1/12/2022,,Cairo,Madinaty,Egypt,,
14138,Chalet in Cairo,3,3,3,245,1291.67,120,5,0,1,3000000,10/12/2023,Mortgage,433056.87,Active,12/16/2022,,Cairo,New Capital,Egypt,,
14144,Apartment in Matrouh,3,6,2,451,2368.06,220,5,0,2,3000000,10/26/2023,Installment,409030.71,Active,9/21/2023,,Cairo,Madinaty,Egypt,,
14147,Townhouse in Giza,1,3,1,509,1076.39,100,2,0,2,3000000,3/9/2023,Cash,3000000,Active,6/29/2023,,Cairo,New Capital,Egypt,,
14148,Townhouse in Cairo,4,4,1,340,1722.22,160,3,1,4,2000000,12/23/2023,Mortgage,347709.8,Active,10/22/2022,,Cairo,New Cairo,Egypt,,
14152,Villa in Cairo,4,3,2,641,1076.39,100,2,0,2,2000000,1/3/2023,Mortgage,480725.17,Active,3/26/2023,,Cairo,New Capital,Egypt,,
14171,Townhouse in Cairo,2,4,2,333,3229.17,300,3,0,2,2200000,5/10/2023,Cash,2200000,Active,3/26/2022,,Cairo,New Cairo,Egypt,,
14179,Chalet in Matrouh,1,3,1,460,1291.67,120,5,0,4,2200000,11/4/2023,Cash,2200000,Active,11/18/2022,,Cairo,New Capital,Egypt,,
14187,Chalet in Cairo,4,6,3,598,2368.06,220,2,0,2,2000000,2/19/2024,Cash,2000000,Active,12/24/2023,,Cairo,Madinaty,Egypt,,
14193,Apartment in Cairo,2,6,2,197,3229.17,300,3,0,2,4500000,9/12/2023,Installment,1140484.12,Active,12/2/2023,,Cairo,Madinaty,Egypt,,
14195,Townhouse in Matrouh,2,3,2,194,1614.58,150,5,0,2,2200000,8/3/2023,Cash,2200000,Active,11/24/2023,,Cairo,New Capital,Egypt,,
14203,Chalet in Cairo,2,3,3,690,1076.39,100,3,1,2,3000000,7/2/2024,Cash,3000000,Active,6/21/2022,,Cairo,New Capital,Egypt,,
14206,Townhouse in Cairo,4,6,1,134,1076.39,100,3,1,2,4500000,3/28/2024,Mortgage,1028286.89,Active,4/26/2023,,Cairo,Madinaty,Egypt,,
14207,Townhouse in Cairo,3,6,1,716,2368.06,220,2,0,2,2000000,3/30/2023,Cash,2000000,Active,6/9/2022,,Cairo,Madinaty,Egypt,,
14224,Apartment in Matrouh,3,4,1,377,1291.67,120,2,0,4,1500000,6/10/2023,Mortgage,324450.18,Active,10/30/2023,,Cairo,New Cairo,Egypt,,
14231,Villa in Matrouh,4,3,3,469,1722.22,160,2,0,2,2200000,3/2/2023,Mortgage,590104.12,Active,1/24/2022,,Cairo,New Capital,Egypt,,
14233,Chalet in Matrouh,2,3,3,656,1722.22,160,2,1,2,3000000,8/30/2024,Cash,3000000,Active,11/17/2023,,Cairo,New Capital,Egypt,,
14234,Apartment in Cairo,3,3,2,727,2368.06,220,3,0,4,1500000,3/12/2023,Mortgage,247528.68,Active,3/22/2022,,Cairo,New Capital,Egypt,,
14235,Chalet in Giza,4,3,1,299,1076.39,100,3,0,1,2000000,4/8/2023,Installment,461694.41,Active,9/14/2023,,Cairo,New Capital,Egypt,,
14236,Apartment in Giza,1,4,1,664,2368.06,220,2,0,2,1500000,3/8/2023,Cash,1500000,Active,7/1/2023,,Cairo,New Cairo,Egypt,,
14242,Townhouse in Cairo,4,4,2,39,1291.67,120,2,0,2,2200000,12/3/2023,Mortgage,577875.11,Active,2/26/2022,,Cairo,New Cairo,Egypt,,
14244,Chalet in Cairo,4,3,1,275,1614.58,150,3,1,2,1500000,1/5/2023,Cash,1500000,Active,4/24/2022,,Cairo,New Capital,Egypt,,
14247,Villa in Cairo,3,6,2,73,1291.67,120,3,0,3,4500000,6/22/2024,Installment,1275643.62,Active,9/20/2023,,Cairo,Madinaty,Egypt,,
14257,Townhouse in Cairo,3,6,2,73,3229.17,300,3,0,4,2000000,8/11/2024,Cash,2000000,Active,9/11/2022,,Cairo,Madinaty,Egypt,,
14286,Townhouse in Cairo,1,6,1,706,3229.17,300,3,0,1,1500000,1/16/2023,Mortgage,373981.26,Active,6/10/2022,,Cairo,Madinaty,Egypt,,
14291,Apartment in Cairo,2,4,2,90,2368.06,220,3,0,2,4500000,9/21/2023,Mortgage,732231.82,Active,1/10/2023,,Cairo,New Cairo,Egypt,,
14294,Villa in Cairo,4,3,1,651,1291.67,120,3,0,2,2000000,3/10/2024,Cash,2000000,Active,4/18/2022,,Cairo,New Capital,Egypt,,
14299,Villa in Matrouh,3,4,2,123,3229.17,300,3,0,3,3000000,12/2/2023,Installment,640377.38,Active,9/20/2023,,Cairo,New Cairo,Egypt,,
14302,Villa in Cairo,1,3,3,599,1076.39,100,2,1,1,4500000,4/20/2024,Installment,791284.45,Active,11/13/2023,,Cairo,New Capital,Egypt,,
14304,Villa in Cairo,3,4,1,727,2368.06,220,2,0,2,8000000,11/27/2023,Installment,2179403.85,Active,3/14/2023,,Cairo,New Cairo,Egypt,,
14313,Villa in Matrouh,1,4,2,783,1614.58,150,3,0,4,1500000,4/7/2023,Mortgage,405631.2,Active,9/19/2023,,Cairo,New Cairo,Egypt,,
14317,Townhouse in Cairo,2,4,1,29,1722.22,160,3,0,4,8000000,8/20/2023,Mortgage,1903753.02,Active,10/25/2022,,Cairo,New Cairo,Egypt,,
14322,Chalet in Matrouh,4,6,1,471,1291.67,120,5,1,1,1500000,5/15/2023,Mortgage,226196.31,Expired,12/11/2022,,Cairo,Madinaty,Egypt,,
14326,Chalet in Cairo,2,6,1,52,1614.58,150,3,0,2,3000000,8/2/2024,Cash,3000000,Active,7/6/2023,,Cairo,Madinaty,Egypt,,
14328,Apartment in Giza,4,4,1,489,2368.06,220,3,0,1,1500000,3/6/2023,Cash,1500000,Active,3/29/2022,,Cairo,New Cairo,Egypt,,
14329,Villa in Giza,3,6,3,359,3229.17,300,5,0,2,4500000,11/3/2023,Mortgage,982957.26,Active,6/14/2022,,Cairo,Madinaty,Egypt,,
14330,Chalet in Cairo,1,3,1,394,1722.22,160,3,0,1,3000000,3/4/2024,Mortgage,416401.63,Active,8/18/2022,,Cairo,New Capital,Egypt,,
14336,Apartment in Giza,3,6,3,722,1291.67,120,3,0,3,4500000,3/2/2023,Mortgage,1166535.92,Active,4/20/2023,,Cairo,Madinaty,Egypt,,
14340,Townhouse in Cairo,4,6,2,535,1722.22,160,5,0,2,4500000,12/8/2024,Cash,4500000,Active,1/3/2022,,Cairo,Madinaty,Egypt,,
14344,Villa in Cairo,4,3,2,719,1722.22,160,2,0,2,3000000,9/22/2024,Cash,3000000,Active,8/1/2023,,Cairo,New Capital,Egypt,,
14350,Apartment in Giza,3,4,3,445,1291.67,120,3,0,1,2000000,1/7/2024,Installment,488167.39,Active,6/22/2022,,Cairo,New Cairo,Egypt,,
14352,Chalet in Cairo,4,4,2,738,1291.67,120,3,0,2,2200000,1/16/2023,Cash,2200000,Active,5/20/2022,,Cairo,New Cairo,Egypt,,
14353,Townhouse in Cairo,1,4,2,755,2368.06,220,3,1,2,4500000,7/12/2023,Cash,4500000,Active,6/8/2022,,Cairo,New Cairo,Egypt,,
14355,Chalet in Cairo,2,4,3,416,2368.06,220,2,0,3,2200000,4/9/2024,Mortgage,250372.57,Active,11/21/2023,,Cairo,New Cairo,Egypt,,
14361,Apartment in Giza,1,4,1,725,3229.17,300,5,0,2,4500000,10/25/2023,Installment,924110.01,Active,5/9/2023,,Cairo,New Cairo,Egypt,,
14371,Villa in Matrouh,1,4,2,500,3229.17,300,3,0,3,2200000,7/2/2024,Mortgage,549033.09,Expired,3/22/2022,,Cairo,New Cairo,Egypt,,
14393,Villa in Cairo,3,4,1,197,1291.67,120,5,0,3,2200000,5/9/2024,Installment,591941.93,Expired,4/1/2022,,Cairo,New Cairo,Egypt,,
14398,Chalet in Cairo,2,4,3,131,1722.22,160,3,0,3,4500000,11/25/2024,Cash,4500000,Active,1/9/2022,,Cairo,New Cairo,Egypt,,
14400,Townhouse in Matrouh,3,4,1,232,1291.67,120,2,0,1,8000000,7/25/2024,Installment,1088610.62,Active,8/23/2022,,Cairo,New Cairo,Egypt,,
14407,Villa in Cairo,4,4,2,92,1614.58,150,5,1,2,8000000,5/31/2024,Mortgage,1901706.26,Active,11/27/2023,,Cairo,New Cairo,Egypt,,
14408,Villa in Cairo,1,4,1,58,1614.58,150,3,0,2,1500000,5/15/2024,Mortgage,385332.55,Expired,3/23/2023,,Cairo,New Cairo,Egypt,,
14411,Chalet in Cairo,1,3,2,26,1291.67,120,5,0,2,2000000,8/11/2023,Cash,2000000,Active,3/25/2022,,Cairo,New Capital,Egypt,,
14412,Chalet in Cairo,3,3,2,617,1076.39,100,3,0,2,8000000,10/4/2023,Installment,1993212.86,Active,7/29/2023,,Cairo,New Capital,Egypt,,
14417,Apartment in Matrouh,1,3,2,172,1291.67,120,3,1,1,2000000,12/25/2023,Mortgage,529546.82,Active,4/7/2022,,Cairo,New Capital,Egypt,,
14426,Chalet in Cairo,1,6,3,793,3229.17,300,2,1,3,4500000,5/30/2023,Installment,1228743.34,Active,7/10/2023,,Cairo,Madinaty,Egypt,,
14428,Chalet in Giza,2,6,1,470,1291.67,120,3,0,2,1500000,4/16/2023,Installment,386628.84,Active,5/15/2023,,Cairo,Madinaty,Egypt,,
14447,Townhouse in Cairo,2,3,2,498,1722.22,160,3,0,2,2000000,11/24/2024,Mortgage,343828.52,Active,5/20/2022,,Cairo,New Capital,Egypt,,
14462,Townhouse in Cairo,4,6,1,712,1291.67,120,5,0,1,2000000,3/21/2023,Mortgage,248350.24,Expired,1/20/2022,,Cairo,Madinaty,Egypt,,
14463,Villa in Giza,3,3,3,25,1291.67,120,3,0,1,2000000,7/3/2024,Mortgage,263573.27,Active,6/21/2022,,Cairo,New Capital,Egypt,,
14467,Chalet in Cairo,3,3,3,715,3229.17,300,2,0,2,2200000,11/10/2024,Installment,342467.58,Expired,3/8/2023,,Cairo,New Capital,Egypt,,
14475,Chalet in Giza,4,4,1,299,3229.17,300,3,1,4,1500000,10/21/2024,Cash,1500000,Expired,9/27/2022,,Cairo,New Cairo,Egypt,,
14489,Townhouse in Giza,1,6,3,208,1722.22,160,5,0,2,3000000,9/7/2023,Installment,820648.41,Active,6/5/2022,,Cairo,Madinaty,Egypt,,
14490,Apartment in Cairo,2,4,2,3,1076.39,100,3,0,2,8000000,2/27/2024,Installment,1917713.69,Active,11/29/2023,,Cairo,New Cairo,Egypt,,
14497,Villa in Giza,1,4,2,555,1722.22,160,3,0,2,3000000,8/1/2024,Mortgage,459768.04,Expired,12/3/2023,,Cairo,New Cairo,Egypt,,
14552,Chalet in Giza,4,3,1,232,1076.39,100,3,0,4,2000000,7/8/2024,Installment,479619.98,Active,8/31/2022,,Cairo,New Capital,Egypt,,
14563,Townhouse in Cairo,2,4,3,170,1722.22,160,5,0,2,2000000,8/4/2023,Installment,205699.52,Active,12/24/2023,,Cairo,New Cairo,Egypt,,
14564,Villa in Cairo,2,4,2,345,1291.67,120,2,0,2,1500000,6/25/2024,Mortgage,240164.01,Active,5/29/2023,,Cairo,New Cairo,Egypt,,
14566,Apartment in Giza,1,4,1,536,3229.17,300,3,0,4,4500000,11/5/2023,Mortgage,840253.04,Active,8/30/2023,,Cairo,New Cairo,Egypt,,
14574,Townhouse in Cairo,3,4,1,135,2368.06,220,3,1,4,8000000,4/2/2023,Cash,8000000,Expired,4/13/2023,,Cairo,New Cairo,Egypt,,
14589,Townhouse in Cairo,3,6,1,746,1291.67,120,3,1,1,1500000,4/14/2023,Cash,1500000,Active,8/3/2023,,Cairo,Madinaty,Egypt,,
14598,Townhouse in Giza,1,6,2,134,1291.67,120,2,1,4,1500000,2/21/2024,Installment,186873.05,Active,5/21/2022,,Cairo,Madinaty,Egypt,,
14603,Chalet in Giza,2,3,2,535,1722.22,160,5,0,2,3000000,8/27/2023,Installment,800101.12,Active,6/15/2023,,Cairo,New Capital,Egypt,,
14610,Chalet in Cairo,4,3,1,6,1614.58,150,5,0,1,8000000,8/25/2024,Cash,8000000,Active,9/1/2022,,Cairo,New Capital,Egypt,,
14612,Apartment in Cairo,2,3,3,233,3229.17,300,2,0,2,4500000,2/2/2023,Cash,4500000,Active,11/6/2023,,Cairo,New Capital,Egypt,,
